"ID" "x" "m" "y"
1 1 0.625399963054092 -0.216117183978092
1 0 0.20314407873014 1.44512134048665
2 1 0.220022948334417 3.06149941495113
2 0 2.69292243264242 8.3347590399007
3 1 3.12941184480179 4.49965215176675
3 0 0.956993321366307 1.93646059965687
4 1 0.240393007885136 3.45204550862706
4 0 3.98827324886572 8.19786790404757
5 1 0.725599030472639 0.428191068829058
5 0 -2.09765532644826 -3.72983478390994
6 1 -0.970220117726598 -0.352903739066527
6 0 -0.969169458738298 -0.749303001292579
7 1 2.38789829368198 4.20271624444221
7 0 0.0214141718708571 -1.4792985855176
8 1 -0.907602061363154 -0.899444902251334
8 0 0.722855402639986 0.674187937813441
9 1 0.226460975735704 2.2459622527522
9 0 0.171977296417521 1.0700667511406
10 1 -2.33342330834018 -2.78726265521365
10 0 -0.406555458474812 -0.859715541047677
11 1 1.03649195795833 -1.66246244314704
11 0 -1.8585821968676 -1.93566139853049
12 1 1.81130126018468 4.15788518869865
12 0 -2.06461649830818 -5.73389065908155
13 1 -1.20787806061668 -3.21851191861279
13 0 -1.10367575871181 -1.28335671011291
14 1 2.04944003214811 2.23584812650377
14 0 3.78766215972828 1.98455550631354
15 1 3.21153990958309 1.42882313377067
15 0 -2.5111369079743 -2.06323892195082
16 1 1.29735917666865 0.795490049567737
16 0 -1.8957828133432 -0.775110397487729
17 1 4.38277542286458 5.74715463886853
17 0 2.47850555663863 4.27548493907469
18 1 -0.110094553259753 -0.552303157541701
18 0 -1.43440016768234 0.815684422708917
19 1 0.106386603987764 -0.0332756260809265
19 0 -0.275668688176242 0.603268814612522
20 1 -0.778084199386461 -3.22869445619801
20 0 -0.830092560808153 -3.34177049502465
21 1 1.85636899391179 -0.528148957402032
21 0 0.45373644852528 -1.08718270316191
22 1 -1.03748268865513 3.43530970264319
22 0 -2.36246556913068 4.5881690661074
23 1 0.994202965192036 -1.68572511303849
23 0 -1.92417311288486 -0.1181701514226
24 1 -1.26910476244755 -0.730215615417551
24 0 -2.40020958571406 -0.790616193943504
25 1 -1.24822000977983 -1.0407982094133
25 0 -0.889130249481661 -0.833493765395194
26 1 1.00836129731416 -0.681186996045356
26 0 -2.00166230469364 -2.98349897291522
27 1 2.15006249517638 4.64121090521176
27 0 -0.636942973251764 -0.834736007303262
28 1 0.0321345666829572 -0.479605719456668
28 0 -1.03856988459918 -1.51158739217533
29 1 -0.885293414516078 -1.59739701934955
29 0 -1.13152621479495 -3.82689207043657
30 1 -1.70404654340021 -2.88875274144403
30 0 -1.16167090991135 -5.25262180334567
31 1 -0.629331976276039 -0.328418716985852
31 0 1.08091511915495 1.16499420338588
32 1 0.566635575766429 -1.95714319944558
32 0 -0.417705011120349 0.587738068957939
33 1 1.69896525511375 -0.729774906557572
33 0 -1.06659744186202 -1.45109615043826
34 1 1.28850952628857 0.561521768759606
34 0 0.000530819306755914 0.395159036237845
35 1 1.80008320139641 3.29554517506553
35 0 0.800966115556568 3.05009787164667
36 1 1.93583145297216 0.074099087123294
36 0 2.30400605580929 1.54606750945163
37 1 1.00100838220718 -0.379302407520461
37 0 0.604114062405847 -0.886301016823084
38 1 2.14222709169417 4.68797664374444
38 0 1.37336588728146 1.6257554268104
39 1 -0.473189263631252 -2.30598302525738
39 0 -1.98918503693075 -2.71199464888973
40 1 -5.45386228823874 -1.59804313788569
40 0 -3.13152075841859 -2.04916166782233
41 1 0.589199478121865 1.36222548651729
41 0 -0.130397453452409 -0.11531929516446
42 1 -3.73778372154826 -0.91797103889412
42 0 -1.48862575712504 -0.990392184027268
43 1 -0.071757772453993 -1.33499907122397
43 0 0.322924322462489 -1.65967717084491
44 1 0.459180679176646 1.70861213686432
44 0 0.383546044033711 -0.627817862135291
45 1 1.08363933059204 4.55492964248062
45 0 1.41685351157164 4.52293811190866
46 1 0.372995551539337 0.432760874955505
46 0 0.871004563354951 3.82821857002497
47 1 -0.575025566458756 -0.0818941645436982
47 0 -0.721299951603882 -1.79407725934107
48 1 3.67736679172346 5.12736691654276
48 0 1.0245874320612 3.05456067884358
49 1 -1.753741966951 -3.1034477472947
49 0 -0.504200167684146 -0.617847442289401
50 1 -1.77322644621546 -3.74281915441707
50 0 -1.279301332527 -2.37381129720963
51 1 -0.141663586422086 -2.33722891868644
51 0 -0.269190507835246 1.48586375047327
52 1 1.95540789922479 -0.126577708961241
52 0 1.33137754388316 0.824657090807813
53 1 2.52639048516507 1.75292530027081
53 0 0.200768236691601 0.864077729147273
54 1 0.578154821284921 3.81720592935781
54 0 -0.126259059128501 -1.05234071458882
55 1 -0.271897992617817 0.694086669732149
55 0 1.23603573205309 1.7212633011369
56 1 4.7607519114767 11.2892792822725
56 0 2.19295391032411 5.29092750774231
57 1 0.617106408425662 0.0191484136380385
57 0 0.680402851620807 -0.0224082356975737
58 1 1.6308771314392 -0.54183379684355
58 0 0.153775134876471 -0.203525857895748
59 1 -0.25963387257206 -0.27664133969598
59 0 0.902355693913759 -1.611156238194
60 1 -1.02574580885243 5.39013867470676
60 0 0.703221602706955 -0.763689285397444
61 1 2.44509212185636 3.05900273252144
61 0 1.24443080684894 2.59658014364464
62 1 -1.40418950584815 -1.58394706667571
62 0 -1.74901069412504 -1.4816490189727
63 1 -4.76274724496179 -8.76148869169161
63 0 -2.63955948224156 -6.53693646565843
64 1 -0.29884184777468 0.898068607631935
64 0 -0.687948298053098 -0.154200698718956
65 1 3.74129901491441 1.07020987791796
65 0 0.706945561151895 -0.87856086914057
66 1 1.09889274740529 2.47199379134121
66 0 0.107198429939716 0.118490038908147
67 1 3.33549818661317 3.3903883577797
67 0 -1.51636715230717 -1.32530493658836
68 1 2.44998430726 1.66090372057818
68 0 -1.74511773445331 -1.46725620321899
69 1 1.24554692117201 1.2268182738119
69 0 0.890930103313522 -0.824066243142181
70 1 -0.422937796368922 1.02871155148358
70 0 1.11312617361879 1.15174724784973
71 1 -3.35802429175445 -4.56579816236709
71 0 -2.01077065219168 -4.26850391052821
72 1 2.62479187755794 1.1509168783978
72 0 2.53815881897864 1.54920109974412
73 1 1.09695210805573 -0.321470596705708
73 0 0.938929103951432 -1.54944238688659
74 1 0.43415718886284 1.97374613630985
74 0 2.19963640201431 2.02810860476183
75 1 3.0018135182404 1.43706875538062
75 0 1.76037760111472 1.06638349190023
76 1 1.60958775603181 1.14012365690993
76 0 0.963260453103748 0.175275657954258
77 1 0.0758085755357784 -0.171024993913163
77 0 -2.06268750925549 -0.859852617651931
78 1 2.3531927548741 3.20463281238731
78 0 1.52636293166384 4.04741382867161
79 1 -1.13191759276575 -0.0221028184594215
79 0 -0.105123897243283 0.452005373987109
80 1 0.264128390780888 -0.723469093287972
80 0 2.76523750790845 5.77345730409618
81 1 0.987264818946937 3.5873552659129
81 0 1.22859620004853 4.08693249130703
82 1 -0.219124100579403 -0.127954838054794
82 0 0.151005756740951 0.403530850505808
83 1 0.876827659973291 1.4246529232753
83 0 -0.104908153472399 -0.73926000184547
84 1 4.56809534036651 10.8413524942393
84 0 1.45192701101159 4.86146619381147
85 1 1.52540804843827 3.69640041346865
85 0 3.36448886678633 5.61863209869563
86 1 -0.223841207450626 -0.923934614172556
86 0 0.438662046328259 0.378394721723833
87 1 3.47732026264665 5.53201653126897
87 0 -1.56838764256377 -3.178670840146
88 1 3.17180967100155 1.64240351467611
88 0 -0.380811268025263 -0.54619644023825
89 1 -0.0462337956887723 -0.245963560271248
89 0 0.851170733318699 -0.498050243246514
90 1 -0.962544326017095 -0.204006775849085
90 0 -2.18072527249348 -3.20834863369132
91 1 1.29616245954609 2.49390984029619
91 0 0.243940298769507 0.0598016640515942
92 1 -3.13484069577459 -5.15363273138138
92 0 -2.9870472337876 -5.44452428439569
93 1 2.36470654958628 3.13222881278196
93 0 1.15616568613569 0.318531971171813
94 1 0.824564999671141 0.434343179592709
94 0 -1.76554997537792 -4.44141209046814
95 1 1.43111879648389 2.87936388320534
95 0 2.67544633981879 1.6365190009914
96 1 -0.602096095806995 -3.03398557786805
96 0 -2.77646315279659 -3.82494981380051
