-1.208959    -1.339399    -0.716481    -0.767064     0.426339      1
-2.843507    -2.761358    -0.025915    -0.262916     0.426339      1
-2.953370    -3.944084    -0.925757    -0.742576     0.426339      1
-0.299346    -1.209087    -0.020608    -1.181484    -0.617893      2
0.032487     1.172748     0.644355     0.741842    -0.617893      2
0.161353    -1.953970    -0.848323    -1.191704    -0.617893      2
0.036038     0.105590     0.496308     0.331085    -0.478418      3
-1.396614    -5.675249    -1.216618    -1.855614    -0.478418      3
-0.711801    -1.500148     0.803493     0.820156    -0.478418      3
-4.088447    -1.325065    -0.869680    -0.974442    -1.684483      4
-1.853756    -1.215941    -1.667465    -1.720071    -1.684483      4
-2.269607    -1.509580    -0.644468     0.760654    -1.684483      4
-1.764377    -4.388544     0.431449    -2.215090     0.365612      5
0.175700    -0.962552    -0.316782    -0.883909     0.365612      5
0.197310     1.389485    -0.296353    -0.958235     0.365612      5
0.402555    -0.636457     0.085340     0.865529     0.223186      6
1.601306    -2.780697     0.714640     0.562263     0.223186      6
3.531250    -2.981512     1.014357     1.445762     0.223186      6
-1.367587    -3.684732    -0.661345     0.290927     0.015105      7
-1.917491    -6.217692     0.054372    -0.877263     0.015105      7
-1.417644    -3.460535     0.446559     0.424874     0.015105      7
0.033484     0.142634    -0.441359    -0.242509    -0.074243      8
0.046682    -1.053258     0.138013    -0.500464    -0.074243      8
0.589349     0.264478     0.034346    -0.152589    -0.074243      8
-0.128116     0.089870     0.709100    -0.668392    -0.757517      9
-3.315505    -2.355535     0.333302    -1.713454    -0.757517      9
-1.342985    -2.883382    -0.908795    -0.217275    -0.757517      9
1.518870     3.357312     1.314484    -0.787318     0.240982     10
-0.561346     2.141029     0.945151     0.135734     0.240982     10
-2.537089    -2.612675    -1.813693     1.424538     0.240982     10
2.112519     4.354876     1.794766     1.537664     0.742895     11
0.808614     0.768907     1.593965    -0.237945     0.742895     11
3.996292     6.954776     0.076309     0.134860     0.742895     11
-0.920541    -0.172876    -0.679603     0.164521    -1.617728     12
-2.922034     1.350725     0.032942    -1.028402    -1.617728     12
-1.639853     0.864646    -0.720024     1.384687    -1.617728     12
1.747082     3.667040     0.991766    -0.253339     0.368627     13
2.224884     3.654469     1.155774     0.943270     0.368627     13
-0.171507    -0.610484     0.318503    -0.377047     0.368627     13
0.078664     2.429618    -0.906667     0.489201     0.718230     14
1.301556    -0.254612    -0.708314    -0.622398     0.718230     14
3.249647     0.196249    -0.221200     0.486769     0.718230     14
0.145800     1.238662    -1.543497    -0.030247    -0.980358     15
0.592948     0.387418    -0.405684     1.065317    -0.980358     15
0.375578    -0.030333    -1.029863     0.764650    -0.980358     15
-1.413029    -0.181459     0.221268    -0.189381     0.845129     16
-1.981701    -0.073880     0.460399    -0.490855     0.845129     16
0.012585     1.316914    -0.096700     0.030602     0.845129     16
1.029141     0.240692    -0.195736     0.204032    -0.892413     17
-0.748317    -1.378194     2.680260    -2.045463    -0.892413     17
0.547252    -0.567847    -0.064914     0.055474    -0.892413     17
-0.394605    -0.940953     0.186320     0.820219    -0.190269     18
2.962376     2.353102     2.521269     1.238846    -0.190269     18
-1.864978    -1.244131     0.351543    -0.355776    -0.190269     18
-0.615145    -1.120924     1.089418    -1.098943     0.636674     19
-0.945879    -3.389929     0.114219    -1.995954     0.636674     19
0.953959     2.066815     1.852412     0.716772     0.636674     19
1.191031     0.531272    -0.275236    -0.419460     0.681980     20
0.368992     0.793634     0.796358    -0.410884     0.681980     20
2.286346     5.185306     1.496070     0.032624     0.681980     20
-1.745068     2.090080    -0.311260    -0.837482     1.041138     21
1.057619     3.963597     0.757940     2.063773     1.041138     21
